customer_id,first_name,last_name,gender,language,agree_for_promo,autopay_card,customer_category,status,data_of_birth,customer_since,email,region,termination_date,msisdn
354,Riley,Ouellet,female,English,0,Yes, physical,active,1991-10-19,2020-02-21,Riley.Ouellet46438@mail.com,Quebec,2020-06-13,+18193700959
355,Elliot,Evans,male,English,1,Yes, physical,active,1942-11-17,2021-10-02,Elliot.Evans61383@yahoo.com,Ontario,,+13436518231
356,Mia,Bouchard,female,English,1,No, physical,active,1971-10-07,2020-06-17,Mia.Bouchard90700@aol.com,Quebec,,+14502295237
357,Isabella,Johnston,female,English,0,No,business,active,1968-07-25,2021-01-13,Isabella.Johnston49099@gmail.com,Ontario,,+19058555609
358,Logan,Morin,male,English,0,Yes, physical,active,1978-08-22,2020-10-03,Logan.Morin12615@hotmail.com,Saskatchewan,,+16391085315
359,Isla,Girard,female,English,1,No,business,active,1996-12-11,2021-07-15,Isla.Girard30591@aol.com,Quebec,,+18737699803
360,Isla,Lavoie,female,English,0,Yes, physical,active,1965-08-27,2020-07-19,Isla.Lavoie14934@mail.com,Quebec,,+14503803963
361,Leah,Robinson,female,English,1,No, physical,active,1982-04-28,2021-02-16,Leah.Robinson17305@aol.com,Quebec,2020-02-08,+18738934333
362,Amelia,Grant,female,French,0,Yes, physical,active,1940-09-19,2020-07-24,Amelia.Grant27016@aol.com,Quebec,,+14182367754
363,Elliot,Fortin,male,French,1,No, physical,active,1950-02-17,2021-01-18,Elliot.Fortin76159@hotmail.com,Quebec,,+15143016888
364,Theodore,Ouellet,male,English,1,Yes, physical,active,1951-08-16,2021-12-01,Theodore.Ouellet69476@gmx.com,Ontario,,+19059488947
365,Ethan,Girard,male,English,1,Yes, physical,active,1982-06-01,2021-06-13,Ethan.Girard69208@yahoo.com,Alberta,,+15873995862
366,Henry,Murray,male,English,0,Yes, physical,active,2003-04-16,2021-12-08,Henry.Murray68930@hotmail.com,Quebec,,+18739632504
367,Elliot,Morin,male,English,1,No, physical,inactive,1956-02-15,2021-04-18,Elliot.Morin29004@hotmail.com,Quebec,,+15818588947
368,Hannah,Michaud,female,French,0,No, physical,active,1941-02-03,2021-03-02,Hannah.Michaud11732@mail.com,Ontario,,+13654645665
369,Alexander,Fortin,male,English,1,Yes, physical,inactive,1963-05-02,2021-09-04,Alexander.Fortin68506@gmail.com,Ontario,,+15481235834
370,Everly,Girard,female,English,1,No, physical,active,1974-10-28,2020-10-19,Everly.Girard73215@gmx.com,British Columbia,,+12501810280
371,Ethan,Nadeau,male,English,0,Yes, physical,active,1971-10-03,2021-11-12,Ethan.Nadeau83127@yahoo.com,Quebec,,+14185478331
372,Isabella,Levesque,female,English,1,Yes, physical,active,1946-11-18,2020-11-10,Isabella.Levesque58844@gmail.com,Ontario,,+14164140753
373,Lucas,Chen,male,English,0,No, physical,active,1999-12-09,2021-10-01,Lucas.Chen47609@aol.com,Ontario,2021-05-04,+16138121613
374,Mateo,Johnston,male,English,0,No, physical,active,1942-01-04,2021-09-01,Mateo.Johnston50432@mail.com,British Columbia,2020-02-16,+17783625852
375,Nora,Khan,female,English,0,Yes, physical,active,1972-05-10,2021-06-14,Nora.Khan57886@gmail.com,Nova Scotia,,+19021316340
376,Chloe,King,female,English,0,Yes, physical,inactive,1966-10-09,2020-11-13,Chloe.King22022@hotmail.com,Quebec,2021-09-05,+14189425638
377,Olivia,Grant,female,English,0,No, physical,active,1945-04-25,2020-07-26,Olivia.Grant95564@gmx.com,Quebec,,+15813446954
378,Riley,Kennedy,female,English,0,No, physical,active,1997-04-24,2020-05-05,Riley.Kennedy81211@gmail.com,Ontario,,+13653195026
379,Avery,Morrison,female,English,0,No, physical,active,1988-04-30,2021-06-04,Avery.Morrison28144@gmail.com,Ontario,,+14376485786
380,Levi,Khan,male,English,1,No, physical,active,1974-09-30,2021-01-06,Levi.Khan96661@hotmail.com,Newfoundland and Labrador,,+17096560972
381,Theodore,Lin,male,English,0,No, physical,active,1974-11-28,2020-04-07,Theodore.Lin56035@mail.com,Ontario,,+12264952974
382,Logan,Levesque,male,Chinese,0,Yes, physical,active,1989-09-19,2021-03-23,Logan.Levesque19050@aol.com,Quebec,,+15147374235
383,Nora,Bouchard,female,English,1,No, physical,active,1949-12-30,2021-12-30,Nora.Bouchard2124@hotmail.com,Quebec,,+14386404061
384,Olivia,Lapointe,female,English,0,Yes, physical,active,1991-07-07,2020-12-28,Olivia.Lapointe33474@mail.com,Ontario,,+15489880478
385,Elliot,Graham,male,English,1,Yes, physical,active,1942-01-01,2021-12-03,Elliot.Graham58637@yahoo.com,Ontario,2021-03-02,+13653216669
386,Ethan,Johnson,male,English,0,Yes, physical,active,1999-08-18,2021-07-21,Ethan.Johnson67935@aol.com,New Brunswick,,+15069537172
387,Ava,Murphy,female,French,0,No, physical,inactive,1987-09-01,2021-11-01,Ava.Murphy98085@yahoo.com,British Columbia,,+16722690941
388,Jackson,Levesque,male,English,0,Yes, physical,active,1959-10-29,2021-09-26,Jackson.Levesque38782@yahoo.com,Quebec,2020-07-25,+14507661113
389,Leah,Landry,female,English,0,Yes, physical,active,1994-04-22,2020-10-13,Leah.Landry33953@aol.com,Ontario,,+14161850809
390,Isla,Campbell,female,English,1,Yes, physical,active,1954-11-01,2021-05-10,Isla.Campbell28965@gmx.com,British Columbia,,+12367085766
391,Grayson,Nadeau,male,English,0,Yes, physical,active,1958-02-16,2020-07-18,Grayson.Nadeau33055@yahoo.com,Nova Scotia,,+17829741792
392,Hannah,Chen,female,English,0,No, physical,active,1966-12-02,2021-01-09,Hannah.Chen43216@hotmail.com,Alberta,,+15877356410
393,Isla,King,female,English,0,Yes, physical,active,1940-05-09,2020-01-18,Isla.King11847@hotmail.com,Ontario,,+19058158963
394,Grayson,Campbell,male,Chinese,0,Yes, physical,active,1952-06-22,2021-07-30,Grayson.Campbell16539@gmail.com,Saskatchewan,,+16393642102
395,Owen,Cameron,male,English,0,No, physical,active,1993-12-05,2021-04-27,Owen.Cameron47585@gmx.com,Nunavut,2020-01-21,+18672121498
396,Nora,Lavoie,female,English,0,Yes, physical,inactive,1980-07-29,2020-07-02,Nora.Lavoie48261@gmail.com,Ontario,,+12268852857
397,Jackson,MacDonald,male,English,1,Yes, physical,active,1979-08-22,2021-10-22,Jackson.MacDonald19113@hotmail.com,Quebec,2021-05-02,+14502159873
398,Aria,Gill,female,French,0,Yes, physical,active,2000-11-11,2021-05-26,Aria.Gill5046@aol.com,Ontario,2021-09-13,+13439962346
399,Lucas,Cote,male,English,0,Yes, physical,active,1985-10-12,2021-11-18,Lucas.Cote10387@mail.com,Ontario,,+14378654791
400,Jackson,Murphy,male,English,1,No, physical,active,1963-12-20,2021-02-09,Jackson.Murphy19950@yahoo.com,Saskatchewan,,+16393991929
401,Henry,Beaulieu,male,English,1,Yes, physical,active,1967-12-11,2020-12-03,Henry.Beaulieu22469@gmail.com,Saskatchewan,2021-06-02,+13065408138
402,Mia,Morin,female,English,1,Yes, physical,active,1951-09-08,2020-08-31,Mia.Morin93243@aol.com,Quebec,2021-09-04,+18192379583
403,Nathan,Nguyen,male,English,1,No, physical,active,1949-03-10,2021-02-09,Nathan.Nguyen45413@yahoo.com,British Columbia,,+16725893121
404,Charlotte,Jackson,female,English,0,No, physical,active,1966-09-29,2021-12-02,Charlotte.Jackson14736@yahoo.com,Quebec,,+13674019985
405,Ellie,Gill,female,English,1,Yes, physical,active,1964-08-12,2020-01-26,Ellie.Gill31847@gmail.com,Newfoundland and Labrador,2020-11-29,+17099006327
406,Nathan,Landry,male,English,0,Yes, physical,active,1966-09-13,2020-09-13,Nathan.Landry70470@gmail.com,British Columbia,,+17782458322
407,Charlotte,Cameron,female,English,1,No,business,active,1985-03-01,2021-01-28,Charlotte.Cameron47570@yahoo.com,Ontario,,+14375260304
408,Logan,Gauthier,male,English,1,No, physical,active,1961-09-09,2020-12-09,Logan.Gauthier85309@mail.com,Ontario,2020-01-05,+18073874669
409,Chloe,Graham,female,English,0,Yes, physical,active,1997-02-02,2020-01-03,Chloe.Graham21977@hotmail.com,Quebec,2020-04-27,+15794149479
410,James,Lapointe,male,English,0,Yes, physical,active,1951-04-09,2020-07-10,James.Lapointe18995@hotmail.com,Quebec,,+14508281384
411,Ethan,Evans,male,English,0,No, physical,inactive,1969-09-12,2021-01-15,Ethan.Evans57311@gmail.com,British Columbia,,+12506785973
412,Ethan,Graham,male,English,1,Yes, physical,active,1995-01-21,2020-07-31,Ethan.Graham93720@hotmail.com,Ontario,2019-08-05,+19058914852
413,Jacob,Gagnon,male,French,0,Yes, physical,active,1965-12-21,2021-08-10,Jacob.Gagnon97004@gmail.com,Ontario,,+19058726586
414,Levi,Chen,male,English,0,Yes, physical,active,1957-07-15,2020-11-10,Levi.Chen73264@aol.com,Alberta,,+14035446016
415,Liam,Morin,male,English,0,No, physical,active,1969-10-28,2021-03-16,Liam.Morin63534@gmx.com,Ontario,2020-03-18,+16476108389
416,Elliot,Anderson,male,English,0,No, physical,active,1990-03-20,2021-09-07,Elliot.Anderson28428@mail.com,Alberta,,+17805899773
417,Nora,Lin,female,English,1,No, physical,active,2003-05-08,2020-02-03,Nora.Lin53699@mail.com,Ontario,,+17058012900
418,Everly,Morrison,female,French,1,No, physical,active,1995-12-30,2021-12-16,Everly.Morrison91961@aol.com,Quebec,,+15143439811
419,Jackson,Michaud,male,English,1,Yes, physical,active,1940-09-26,2020-02-09,Jackson.Michaud4627@gmx.com,Ontario,,+14167005614
420,Mila,Fortin,female,English,0,No, physical,active,1961-12-08,2021-09-05,Mila.Fortin56476@aol.com,Ontario,,+12267564921
421,Benjamin,Anderson,male,English,0,Yes,business,active,1964-03-10,2021-03-15,Benjamin.Anderson2913@aol.com,Quebec,,+15816654311
422,Mila,Ouellet,female,French,0,No, physical,active,1949-04-14,2020-06-13,Mila.Ouellet96663@gmx.com,Quebec,,+14389594348
423,Lily,Morrison,female,English,1,No, physical,active,1969-03-26,2020-04-27,Lily.Morrison75950@yahoo.com,Quebec,,+14503908400
424,Mason,Evans,male,English,1,No, physical,active,1951-07-12,2021-12-18,Mason.Evans82132@gmail.com,British Columbia,,+12367475368
425,Leah,Richard,female,English,1,No,business,active,1947-06-03,2021-09-10,Leah.Richard70208@mail.com,Ontario,2020-03-17,+12899724150
426,Avery,Lin,female,English,1,No, physical,inactive,1974-11-26,2021-09-22,Avery.Lin93739@hotmail.com,Saskatchewan,,+13066474057
427,Lucas,Robinson,male,French,0,No,business,active,1944-07-19,2020-07-23,Lucas.Robinson34705@aol.com,Quebec,,+15794658838
428,William,Lin,male,English,1,No, physical,active,1971-09-20,2021-05-10,William.Lin61151@yahoo.com,Northwest Territories,,+18673081994
429,Theodore,Robinson,male,English,1,No, physical,inactive,1943-10-29,2021-06-24,Theodore.Robinson20103@hotmail.com,Manitoba,,+12043689406
430,Olivia,Grant,female,French,1,No, physical,active,1977-06-09,2020-09-22,Olivia.Grant29816@gmx.com,New Brunswick,,+15064714240
431,Levi,Chen,male,Chinese,0,Yes, physical,active,1976-05-31,2021-03-20,Levi.Chen37697@mail.com,Ontario,,+15198837989
432,Jackson,Johnston,male,English,0,No, physical,active,1950-09-12,2020-03-16,Jackson.Johnston45077@hotmail.com,Ontario,,+13433495697
433,Amelia,Anderson,female,English,0,No, physical,active,1999-02-22,2020-10-28,Amelia.Anderson68983@hotmail.com,Ontario,2021-04-18,+12491070114
434,Jack,Patel,male,English,1,No, physical,active,1940-02-02,2021-09-07,Jack.Patel19936@aol.com,Ontario,,+15482633810
435,Nora,Beaulieu,female,English,1,Yes, physical,active,1970-03-13,2020-11-28,Nora.Beaulieu9552@hotmail.com,Quebec,2020-02-01,+13677810101
436,Liam,Leblanc,male,English,0,No,business,active,1970-08-01,2021-06-24,Liam.Leblanc52433@gmx.com,Ontario,,+15484903598
437,Isla,Cameron,female,English,1,Yes, physical,active,1955-01-28,2020-11-13,Isla.Cameron97566@yahoo.com,Ontario,,+12895059374
438,Zoey,Harris,female,English,0,No, physical,active,2001-11-16,2021-04-06,Zoey.Harris80642@gmail.com,Ontario,,+17057824723
439,Mason,Johnston,male,English,1,No, physical,active,1972-09-13,2020-04-14,Mason.Johnston83987@mail.com,Quebec,,+13676010827
440,Noah,Belanger,male,French,1,No, physical,active,1948-11-06,2020-09-08,Noah.Belanger21583@aol.com,Ontario,,+16477758786
441,Luca,Cote,male,English,1,Yes, physical,active,1957-10-23,2020-03-03,Luca.Cote48806@hotmail.com,Quebec,,+14187884377
442,Amelia,Lewis,female,English,0,No, physical,active,1963-07-12,2020-08-27,Amelia.Lewis93416@gmail.com,Quebec,,+15145817508
443,Noah,Murray,male,French,0,Yes, physical,active,1979-10-02,2020-01-12,Noah.Murray49400@gmx.com,Ontario,2021-01-22,+17052743563
444,Elliot,MacDonald,male,Chinese,1,Yes,business,active,1977-03-17,2020-05-15,Elliot.MacDonald84437@hotmail.com,Quebec,,+18737093314
445,Jack,Campbell,male,English,0,Yes, physical,active,1944-12-07,2021-03-03,Jack.Campbell41198@aol.com,British Columbia,2021-03-25,+12503665482
446,Nathan,Pelletier,male,English,1,Yes, physical,active,1973-09-25,2021-02-10,Nathan.Pelletier60213@gmx.com,Manitoba,,+14317340222
447,Zoey,Gill,female,English,1,Yes, physical,active,1975-07-01,2021-12-03,Zoey.Gill75127@mail.com,British Columbia,,+12504759722
448,Leah,Rogen,female,English,0,Yes, physical,active,1971-05-15,2021-04-20,Leah.Rogen73718@gmx.com,Ontario,,+12896281191
449,Emma,Lapointe,female,English,1,Yes,business,active,1991-11-20,2020-10-24,Emma.Lapointe19407@hotmail.com,Ontario,2021-03-17,+16132218673
450,Henry,King,male,English,0,No, physical,active,1944-04-13,2020-03-08,Henry.King30556@gmx.com,Ontario,,+16132991901
451,Hannah,Lapointe,female,English,1,Yes, physical,active,2002-06-02,2021-09-20,Hannah.Lapointe41904@aol.com,British Columbia,,+16721069259
452,William,Graham,male,English,1,Yes, physical,active,1960-04-27,2020-09-22,William.Graham80577@aol.com,Manitoba,2020-10-22,+12041132052
453,Aria,Reynolds,female,English,0,No, physical,active,1951-01-22,2020-07-09,Aria.Reynolds145@yahoo.com,Alberta,,+14036250830
454,Zoey,Rogen,female,French,1,No, physical,active,1996-08-01,2021-07-05,Zoey.Rogen58053@aol.com,Nova Scotia,2019-02-14,+19029119860
455,Jack,Murphy,male,French,1,No, physical,active,2002-12-04,2020-06-26,Jack.Murphy58617@hotmail.com,Alberta,,+14031813720
456,Abigail,Patel,female,English,1,Yes, physical,active,1978-01-12,2021-12-18,Abigail.Patel57982@gmx.com,Ontario,2020-04-13,+15488149111
457,Grayson,Pelletier,male,English,0,Yes, physical,active,1974-09-06,2021-09-27,Grayson.Pelletier71236@yahoo.com,Quebec,,+14505713470
458,Ava,Gagnon,female,English,0,Yes, physical,active,1978-06-24,2020-08-11,Ava.Gagnon28469@yahoo.com,Quebec,,+14182296886
459,Leo,Jackson,male,French,1,No,business,active,1996-02-21,2020-07-24,Leo.Jackson48947@gmail.com,Ontario,,+15483872212
460,Grayson,Ouellet,male,English,0,No, physical,active,1970-12-18,2020-01-12,Grayson.Ouellet23047@aol.com,Ontario,2020-03-29,+15195530419
461,Logan,Nadeau,male,English,0,Yes, physical,active,1942-11-11,2021-07-18,Logan.Nadeau7922@gmail.com,Ontario,,+12894612838
462,Abigail,MacDonald,female,English,0,No, physical,active,1993-05-12,2021-05-04,Abigail.MacDonald82804@gmx.com,British Columbia,,+16044612081
463,Grayson,Lavoie,male,English,1,Yes, physical,active,1984-10-08,2020-09-15,Grayson.Lavoie89619@yahoo.com,Ontario,,+12891787569
464,Mila,Pelletier,female,English,0,No, physical,active,1957-03-14,2020-06-21,Mila.Pelletier35776@gmx.com,Ontario,2021-06-09,+14379531891
465,Ava,Gill,female,English,1,No,business,active,1958-05-10,2020-04-25,Ava.Gill99258@gmail.com,Manitoba,,+14311433241
466,Ethan,Patel,male,English,0,Yes, physical,active,1953-03-08,2020-03-10,Ethan.Patel93197@gmx.com,Quebec,2020-11-08,+14188987488
467,Henry,Grant,male,English,0,No,business,inactive,1999-04-12,2020-06-10,Henry.Grant97925@aol.com,Quebec,2021-11-17,+14504562736
468,Amelia,Grant,female,English,0,No, physical,active,1942-10-16,2020-12-27,Amelia.Grant17899@mail.com,Nova Scotia,2021-07-15,+17826273098
469,Owen,Johnson,male,French,0,No, physical,active,1981-05-20,2020-01-03,Owen.Johnson37795@yahoo.com,British Columbia,,+12507984461
470,Alexander,Murphy,male,English,0,Yes, physical,active,1944-11-17,2021-06-10,Alexander.Murphy40956@aol.com,Ontario,,+13432626467
471,Luca,Richard,male,English,0,Yes, physical,active,1983-03-20,2020-09-07,Luca.Richard15525@mail.com,Manitoba,2021-08-18,+12043422308
472,Sophia,Harris,female,English,0,Yes,business,active,1954-03-14,2021-01-12,Sophia.Harris58671@hotmail.com,Quebec,,+15146517440
473,William,Nguyen,male,French,1,Yes,business,inactive,1968-01-22,2020-01-01,William.Nguyen38037@aol.com,Ontario,2019-06-26,+18075524787
474,Ella,Morin,female,English,1,No,business,active,1996-10-12,2020-03-21,Ella.Morin16184@yahoo.com,Ontario,,+19052911953
475,Leo,Cote,male,French,0,No, physical,active,1992-10-05,2020-12-11,Leo.Cote25886@gmail.com,Quebec,2020-04-18,+18195581455
476,Riley,Levesque,female,English,0,No, physical,active,1940-01-20,2020-06-01,Riley.Levesque14209@gmx.com,Ontario,2020-09-20,+12495789169
477,Sophia,Harris,female,French,1,Yes,business,inactive,1956-07-18,2020-06-25,Sophia.Harris95515@mail.com,Saskatchewan,,+16391196590
478,Theodore,Johnston,male,English,0,No, physical,active,1958-02-18,2020-06-24,Theodore.Johnston39035@hotmail.com,British Columbia,,+16722157432
479,Lucas,Johnston,male,French,0,No, physical,active,1976-08-04,2021-07-30,Lucas.Johnston72751@gmail.com,Alberta,2021-05-06,+18258759959
480,Hannah,Graham,female,French,1,No, physical,active,1976-10-08,2020-04-28,Hannah.Graham25703@yahoo.com,Alberta,,+17808004923
481,Logan,Morin,male,English,1,Yes, physical,inactive,1942-03-02,2020-03-19,Logan.Morin31733@hotmail.com,Quebec,,+14507757342
482,Mateo,Richard,male,English,0,Yes, physical,active,1965-11-12,2021-11-12,Mateo.Richard87212@mail.com,British Columbia,,+16726924228
483,Miles,Johnston,male,English,0,No, physical,active,1945-12-21,2021-09-03,Miles.Johnston34663@hotmail.com,Quebec,2020-05-23,+14501951079
484,Chloe,Evans,female,English,0,No, physical,active,2003-11-01,2021-08-09,Chloe.Evans73446@yahoo.com,Ontario,2019-05-18,+14378002819
485,Theodore,Mitchell,male,French,1,No, physical,active,1979-03-25,2021-05-02,Theodore.Mitchell55660@gmail.com,Ontario,,+16134492772
486,Zoey,Johnson,female,English,0,Yes, physical,active,1955-10-28,2021-08-12,Zoey.Johnson38478@mail.com,Quebec,2021-05-13,+14507165657
487,Liam,Jackson,male,English,1,No, physical,active,1962-02-09,2021-11-03,Liam.Jackson36646@aol.com,British Columbia,,+16042227235
488,Henry,Pelletier,male,English,1,Yes, physical,active,1958-02-27,2020-12-13,Henry.Pelletier49215@yahoo.com,Ontario,,+12269285652
489,James,Leblanc,male,French,0,No, physical,active,1992-11-18,2021-11-12,James.Leblanc70487@mail.com,Ontario,,+13436490570
490,Chloe,Harris,female,English,0,No, physical,active,1981-01-01,2021-08-10,Chloe.Harris5386@gmail.com,British Columbia,,+16721298794
491,Grayson,Murray,male,English,0,Yes, physical,inactive,1992-08-03,2020-07-17,Grayson.Murray31342@gmail.com,Quebec,,+15813498634
492,Owen,Patel,male,French,1,No, physical,active,1951-09-06,2020-02-12,Owen.Patel55800@aol.com,British Columbia,,+16724054320
493,Olivia,Beaulieu,female,English,0,Yes, physical,active,1999-01-23,2020-04-19,Olivia.Beaulieu75530@aol.com,Ontario,,+16131768559
494,Chloe,Beaulieu,female,French,1,No, physical,active,1953-07-03,2021-08-19,Chloe.Beaulieu68124@gmail.com,Alberta,,+18252637846
495,Elliot,Peters,male,French,1,Yes, physical,active,1965-07-24,2021-10-08,Elliot.Peters66749@yahoo.com,Saskatchewan,,+13066070441
496,Benjamin,Nadeau,male,English,0,Yes, physical,active,1996-12-09,2021-04-22,Benjamin.Nadeau44923@aol.com,Ontario,,+12498461545
497,Alexander,Anderson,male,English,1,Yes, physical,active,1993-01-16,2021-12-29,Alexander.Anderson86671@hotmail.com,Alberta,2021-05-28,+17801950402
498,Liam,Nadeau,male,English,0,Yes, physical,active,2000-03-21,2021-09-26,Liam.Nadeau71460@gmx.com,Alberta,,+15873216418
499,Lucas,Kennedy,male,French,1,No, physical,inactive,1951-05-05,2020-09-26,Lucas.Kennedy41285@gmail.com,Ontario,,+15485417377
500,Ellie,Graham,female,English,1,Yes, physical,active,2003-02-19,2021-10-04,Ellie.Graham35814@mail.com,Ontario,2021-08-25,+14165916924
501,Emma,Beaulieu,female,English,1,Yes, physical,active,2000-03-05,2021-05-16,Emma.Beaulieu14844@gmx.com,Ontario,,+14168420030
502,James,Lewis,male,Chinese,0,No, physical,active,1951-11-12,2020-05-19,James.Lewis77898@mail.com,Nova Scotia,,+19024084478
503,Miles,Bouchard,male,English,1,No,business,active,1976-01-30,2021-05-03,Miles.Bouchard76095@aol.com,Ontario,,+15191905610
504,Nora,Robinson,female,English,1,No, physical,inactive,1968-11-05,2021-04-15,Nora.Robinson30239@aol.com,Saskatchewan,,+16394490979
505,Jack,Lapointe,male,English,1,No, physical,active,1998-10-10,2020-08-05,Jack.Lapointe64831@aol.com,Alberta,,+17806353684
506,Everly,Nguyen,female,English,1,Yes, physical,active,1951-05-15,2020-10-29,Everly.Nguyen96892@mail.com,Quebec,,+14386593989
507,Isla,Bouchard,female,French,1,Yes, physical,inactive,1982-11-08,2020-12-25,Isla.Bouchard68811@yahoo.com,Alberta,,+17801821516
508,Oliver,Pelletier,male,English,1,Yes, physical,active,1977-09-26,2021-08-18,Oliver.Pelletier71379@gmail.com,Ontario,2021-10-11,+16478080503
509,Sophia,King,female,French,0,Yes, physical,active,1978-04-15,2020-12-06,Sophia.King72821@mail.com,Ontario,2021-03-06,+12895251742
510,Mila,Bouchard,female,French,1,No, physical,active,1985-03-31,2020-03-03,Mila.Bouchard92186@gmx.com,Ontario,,+16477204171
511,Amelia,Morrison,female,English,0,No, physical,active,1976-04-22,2020-08-08,Amelia.Morrison69949@mail.com,Alberta,2020-03-29,+17804143122
512,James,Murphy,male,English,1,Yes, physical,inactive,1993-06-11,2021-09-19,James.Murphy9909@yahoo.com,Ontario,,+19055238345
513,Grayson,Fortin,male,English,0,Yes, physical,active,1977-12-02,2021-11-17,Grayson.Fortin72405@yahoo.com,Ontario,,+16139032422
514,Alexander,Chen,male,English,1,No, physical,active,1993-10-07,2021-06-18,Alexander.Chen40414@hotmail.com,Quebec,2018-07-08,+13674430057
515,Nora,Murphy,female,English,1,No, physical,active,1954-04-02,2021-03-02,Nora.Murphy42711@hotmail.com,Quebec,,+18197112237
516,Riley,Girard,female,English,1,Yes, physical,active,1956-08-22,2021-03-18,Riley.Girard36888@aol.com,Quebec,,+18737391092
517,Mila,Nguyen,female,English,1,Yes, physical,active,1967-01-03,2021-07-13,Mila.Nguyen98376@gmail.com,Ontario,,+13657380703
518,Alexander,Harris,male,English,1,Yes, physical,active,1998-10-29,2020-09-03,Alexander.Harris47076@yahoo.com,British Columbia,2021-11-09,+17788544660
519,Ava,Beaulieu,female,Chinese,1,No, physical,active,1962-02-17,2021-02-07,Ava.Beaulieu76575@mail.com,Quebec,,+13675465320
520,Logan,Peters,male,English,0,Yes, physical,active,1975-12-04,2021-04-27,Logan.Peters41135@gmail.com,Ontario,,+16473805819
521,Isabella,King,female,French,1,No, physical,active,2001-01-01,2020-03-30,Isabella.King66677@gmx.com,Quebec,2021-01-24,+14506702558
522,Miles,MacDonald,male,English,1,Yes, physical,active,1984-07-26,2021-08-17,Miles.MacDonald13723@gmx.com,Newfoundland and Labrador,2020-03-03,+17094356086
523,James,Lapointe,male,English,1,Yes, physical,active,1959-04-04,2021-04-16,James.Lapointe79583@yahoo.com,Quebec,2020-02-07,+18731742496
524,Liam,Johnson,male,French,0,No, physical,active,1982-03-25,2020-02-01,Liam.Johnson53643@hotmail.com,Ontario,,+16138048111
525,Benjamin,Hall,male,French,0,Yes, physical,active,1994-09-08,2021-06-11,Benjamin.Hall40971@mail.com,Nova Scotia,,+19027293223
526,Nathan,Bouchard,male,English,0,No,business,active,1975-02-18,2021-01-09,Nathan.Bouchard95274@aol.com,Alberta,,+18259751507
527,Aria,Chen,female,English,0,Yes, physical,active,1964-11-09,2021-08-30,Aria.Chen83865@gmx.com,Alberta,2020-04-01,+15876469555
528,Isabella,Peters,female,English,1,No, physical,active,1982-02-23,2021-12-29,Isabella.Peters88277@mail.com,Quebec,,+18735979877
529,Emma,King,female,English,0,Yes, physical,active,1942-07-29,2021-02-01,Emma.King29197@yahoo.com,Quebec,,+14387526230
530,Alexander,Leblanc,male,English,0,No, physical,active,1998-02-09,2021-04-20,Alexander.Leblanc86306@hotmail.com,British Columbia,,+17782360278
531,Mia,Grant,female,English,1,Yes, physical,inactive,1966-12-09,2020-01-03,Mia.Grant47866@aol.com,Newfoundland and Labrador,,+17091538409
532,Mia,Martin,female,English,1,Yes, physical,active,1981-01-29,2020-01-23,Mia.Martin4715@yahoo.com,Quebec,,+14382444899
533,Amelia,Davis,female,French,0,No, physical,active,1986-05-12,2021-12-06,Amelia.Davis61859@hotmail.com,Ontario,2020-04-03,+13439091770
534,Oliver,Girard,male,French,0,Yes,business,active,1955-05-08,2021-05-04,Oliver.Girard11270@mail.com,Ontario,2020-07-21,+15489629444
535,Zoey,Michaud,female,English,0,No, physical,active,1974-07-01,2020-01-03,Zoey.Michaud70744@aol.com,Ontario,,+12261086917
536,Elliot,Rogen,male,English,0,Yes, physical,active,1954-11-03,2021-05-31,Elliot.Rogen65879@hotmail.com,Ontario,,+13436276194
537,Avery,Jackson,female,English,0,No, physical,active,1952-05-19,2020-06-12,Avery.Jackson15352@aol.com,British Columbia,,+16724094736
538,Elliot,Chen,male,English,0,No, physical,active,1982-09-18,2020-08-25,Elliot.Chen53145@yahoo.com,Ontario,2020-04-25,+18071932291
539,Aria,Anderson,female,English,1,No,business,active,1985-12-05,2020-03-07,Aria.Anderson28932@aol.com,Nova Scotia,2020-10-26,+19027111689
540,Riley,Kennedy,female,English,1,Yes,business,active,1951-02-25,2020-01-01,Riley.Kennedy31886@gmx.com,Ontario,,+18075194007
541,Jack,MacDonald,male,English,0,Yes, physical,active,1968-01-02,2021-08-30,Jack.MacDonald24271@gmail.com,Quebec,,+18194768558
542,Levi,Ouellet,male,English,1,No, physical,active,1980-03-24,2021-08-06,Levi.Ouellet8731@yahoo.com,Ontario,,+15486236856
543,Jack,Khan,male,Chinese,1,No, physical,active,1964-02-27,2020-05-03,Jack.Khan72766@hotmail.com,Quebec,,+18198748563
544,Everly,Johnston,female,English,0,No, physical,active,1943-07-27,2020-06-02,Everly.Johnston10571@mail.com,British Columbia,2020-07-23,+17782137363
545,Ava,Morrison,female,English,0,No, physical,active,1988-05-26,2021-12-06,Ava.Morrison8854@hotmail.com,British Columbia,2018-11-04,+12364902750
546,Isabella,Fortin,female,English,1,Yes, physical,active,1990-11-15,2021-01-05,Isabella.Fortin76771@aol.com,Quebec,,+15146026252
547,Alexander,Rogen,male,English,1,No, physical,active,1980-08-09,2021-05-08,Alexander.Rogen41986@gmx.com,Saskatchewan,2020-05-30,+13068921102
548,Ellie,Khan,female,English,1,Yes, physical,active,1947-09-05,2020-06-26,Ellie.Khan8248@hotmail.com,Ontario,,+13437275136
549,Riley,Lapointe,female,French,1,No, physical,active,1967-01-01,2021-01-12,Riley.Lapointe13866@hotmail.com,Ontario,,+12892242857
