customer_id,first_name,last_name,gender,age,language,agree_for_promo,autopay_card,customer_category,status,data_of_birth,customer_since,email,region,geo,termination_date,msisdn
4287,Noah,Hall,male,1949,English,0,Yes, physical,active,1949-07-30,2020-10-06,Noah.Hall69407@hotmail.com,British Columbia,"[48.423095,-123.366788]",2020-06-01,+16042674399
4288,Levi,Reynolds,male,1987,Chinese,0,No, physical,active,1987-06-16,2021-06-13,Levi.Reynolds35688@yahoo.com,Ontario,"[43.684345,-79.431292]",,+12897794795
4289,Lily,Levesque,female,1979,French,0,No, physical,active,1979-09-08,2020-03-26,Lily.Levesque19122@mail.com,Quebec,"[46.807102,-71.211788]",2021-04-09,+18197988829
4290,Mason,Michaud,male,1957,English,1,Yes, physical,active,1957-02-13,2021-11-03,Mason.Michaud40049@hotmail.com,Alberta,"[53.530798,-113.511802]",,+15877740263
4291,Ellie,Reynolds,female,1995,French,1,No, physical,inactive,1995-12-24,2021-05-05,Ellie.Reynolds20974@yahoo.com,Alberta,"[53.530798,-113.511802]",,+18257938960
4292,Ella,Khan,female,1969,English,1,No, physical,active,1969-01-10,2021-07-15,Ella.Khan28293@gmx.com,British Columbia,"[48.423095,-123.366788]",,+12368421279
4293,Scarlett,Davis,female,1976,English,1,Yes, physical,active,1976-07-10,2020-07-01,Scarlett.Davis95601@gmx.com,Ontario,"[43.684345,-79.431292]",,+14166782257
4294,William,Cameron,male,2001,English,1,Yes, physical,active,2001-01-01,2020-05-10,William.Cameron60287@yahoo.com,British Columbia,"[48.423095,-123.366788]",,+12504807888
4295,Mia,Richard,female,1954,English,0,Yes, physical,active,1954-10-19,2021-04-27,Mia.Richard13392@gmail.com,Quebec,"[46.807102,-71.211788]",,+15816467460
4296,Charlotte,Hall,female,1950,English,1,Yes,business,active,1950-05-30,2020-06-08,Charlotte.Hall58888@hotmail.com,Quebec,"[46.807102,-71.211788]",,+18735572575
4297,Avery,Khan,female,1992,English,1,Yes, physical,active,1992-06-13,2021-09-10,Avery.Khan66946@yahoo.com,Ontario,"[43.684345,-79.431292]",,+18075183601
4298,Isabella,Hall,female,1987,English,1,No, physical,active,1987-03-15,2021-11-02,Isabella.Hall41559@aol.com,Ontario,"[43.684345,-79.431292]",,+15194683727
4299,Leo,Grant,male,1987,English,0,No,business,active,1987-02-10,2021-11-11,Leo.Grant16212@yahoo.com,Quebec,"[46.807102,-71.211788]",,+13675262020
4300,Nora,Cote,female,1964,Chinese,1,No, physical,active,1964-06-20,2021-07-02,Nora.Cote58208@mail.com,British Columbia,"[48.423095,-123.366788]",,+17787216647
4301,Zoey,Campbell,female,1953,French,1,Yes, physical,active,1953-03-03,2021-02-03,Zoey.Campbell65104@gmail.com,Alberta,"[53.530798,-113.511802]",,+18257000342
4302,Isabella,Bouchard,female,1966,English,1,No, physical,active,1966-02-19,2021-05-21,Isabella.Bouchard21049@hotmail.com,Alberta,"[53.530798,-113.511802]",2021-09-23,+15872571508
4303,Hannah,Belanger,female,1995,English,1,Yes, physical,active,1995-03-26,2021-09-19,Hannah.Belanger8924@hotmail.com,Saskatchewan,"[50.464050, -104.605617]",2020-04-15,+16392578977
4304,Leah,Nadeau,female,2001,English,0,Yes, physical,inactive,2001-04-04,2020-01-02,Leah.Nadeau12127@aol.com,Ontario,"[43.684345,-79.431292]",,+14161404770
4305,Mateo,Richard,male,1962,English,1,No, physical,active,1962-02-10,2020-03-13,Mateo.Richard36804@mail.com,New Brunswick,"[45.956694, -66.658084]",2021-07-09,+15065396469
4306,Hannah,Chen,female,1996,French,0,Yes, physical,active,1996-08-18,2020-06-23,Hannah.Chen99419@yahoo.com,Ontario,"[43.684345,-79.431292]",2020-09-06,+15483383591
4307,Luca,Cote,male,1961,English,1,Yes, physical,active,1961-10-14,2020-05-01,Luca.Cote94793@mail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17095149362
4308,Logan,Davis,male,1986,English,1,No, physical,active,1986-08-08,2020-01-07,Logan.Davis55443@mail.com,Ontario,"[43.684345,-79.431292]",2020-01-25,+12896844738
4309,Lucas,Mitchell,male,1959,English,1,No, physical,active,1959-01-07,2020-02-09,Lucas.Mitchell51138@gmx.com,Ontario,"[43.684345,-79.431292]",2020-03-21,+14373542240
4310,Sophia,Ouellet,female,2000,English,0,Yes, physical,active,2000-04-24,2020-07-23,Sophia.Ouellet19623@gmail.com,Ontario,"[43.684345,-79.431292]",,+12495513956
4311,James,Peters,male,1971,English,1,Yes, physical,active,1971-05-20,2021-08-02,James.Peters65318@hotmail.com,Ontario,"[43.684345,-79.431292]",,+12261054930
4312,Zoey,Graham,female,1953,English,1,No, physical,active,1953-07-28,2020-07-03,Zoey.Graham49182@aol.com,Quebec,"[46.807102,-71.211788]",,+18195014951
4313,Mateo,Hall,male,1966,French,1,Yes, physical,active,1966-05-27,2021-08-15,Mateo.Hall82820@gmx.com,Quebec,"[46.807102,-71.211788]",,+14388721912
4314,Hannah,Kennedy,female,2002,French,0,No, physical,active,2002-07-24,2020-12-24,Hannah.Kennedy72272@mail.com,Ontario,"[43.684345,-79.431292]",,+15192373637
4315,James,Ouellet,male,1984,English,1,No, physical,active,1984-07-11,2020-02-23,James.Ouellet33137@gmail.com,British Columbia,"[48.423095,-123.366788]",,+12366573525
4316,Everly,Landry,female,1950,English,1,Yes, physical,active,1950-05-03,2020-08-19,Everly.Landry49558@hotmail.com,Quebec,"[46.807102,-71.211788]",,+14502815253
4317,Lily,Harris,female,1993,French,0,Yes,business,inactive,1993-07-02,2020-01-02,Lily.Harris15080@gmail.com,Ontario,"[43.684345,-79.431292]",,+13658230675
4318,Lily,Richard,female,1981,English,0,No, physical,active,1981-12-27,2021-01-01,Lily.Richard64416@gmx.com,British Columbia,"[48.423095,-123.366788]",2021-09-21,+16725139443
4319,Scarlett,Jackson,female,1972,English,0,No, physical,active,1972-12-28,2021-03-30,Scarlett.Jackson90396@gmx.com,Ontario,"[43.684345,-79.431292]",,+19056116844
4320,Sophia,Ouellet,female,1982,French,0,Yes, physical,active,1982-09-27,2020-08-18,Sophia.Ouellet15315@mail.com,British Columbia,"[48.423095,-123.366788]",,+12507613626
4321,Emma,Bouchard,female,1953,English,1,Yes, physical,active,1953-08-12,2020-03-26,Emma.Bouchard11028@hotmail.com,Quebec,"[46.807102,-71.211788]",2020-06-10,+14503188924
4322,William,Martin,male,1981,English,0,Yes, physical,active,1981-12-17,2021-07-19,William.Martin13173@gmail.com,Quebec,"[46.807102,-71.211788]",,+14381595731
4323,Mila,Michaud,female,1971,French,1,Yes, physical,active,1971-08-22,2020-03-07,Mila.Michaud26024@hotmail.com,Alberta,"[53.530798,-113.511802]",,+14039647236
4324,Jacob,Landry,male,1983,English,1,No, physical,active,1983-03-14,2021-07-07,Jacob.Landry99183@gmx.com,Alberta,"[53.530798,-113.511802]",,+17803212268
4325,Sophia,Jackson,female,1993,English,0,Yes, physical,inactive,1993-10-29,2020-02-04,Sophia.Jackson45448@hotmail.com,Ontario,"[43.684345,-79.431292]",2021-06-14,+12897004606
4326,Aria,Kennedy,female,1958,French,1,No, physical,active,1958-01-01,2021-11-18,Aria.Kennedy47857@yahoo.com,Quebec,"[46.807102,-71.211788]",,+15814781394
4327,Elliot,Khan,male,1995,French,0,No, physical,inactive,1995-07-17,2020-10-16,Elliot.Khan86334@hotmail.com,Quebec,"[46.807102,-71.211788]",,+18735618519
4328,Logan,Murray,male,1975,English,1,No, physical,active,1975-04-12,2020-11-02,Logan.Murray8123@yahoo.com,British Columbia,"[48.423095,-123.366788]",,+12364606157
4329,Everly,Leblanc,female,1947,English,0,No, physical,inactive,1947-02-28,2021-06-28,Everly.Leblanc60644@gmail.com,British Columbia,"[48.423095,-123.366788]",,+12501270284
4330,Hannah,Nguyen,female,1996,English,0,No,business,active,1996-08-28,2020-05-01,Hannah.Nguyen63955@mail.com,Ontario,"[43.684345,-79.431292]",,+15482367073
4331,Henry,Peters,male,1969,English,1,Yes,business,active,1969-07-29,2020-05-09,Henry.Peters54115@hotmail.com,Ontario,"[43.684345,-79.431292]",,+13431320227
4332,Benjamin,Hall,male,1983,English,0,Yes, physical,active,1983-02-25,2021-12-22,Benjamin.Hall59483@mail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17091230463
4333,Luca,Beaulieu,male,1951,English,0,No, physical,active,1951-03-08,2021-04-20,Luca.Beaulieu12082@gmx.com,Ontario,"[43.684345,-79.431292]",,+14377791160
4334,Emma,Davis,female,1983,English,0,No, physical,active,1983-05-05,2020-07-28,Emma.Davis20398@mail.com,Ontario,"[43.684345,-79.431292]",,+16139372213
4335,Lily,Lavoie,female,1979,English,0,Yes, physical,inactive,1979-10-25,2020-05-22,Lily.Lavoie62881@yahoo.com,Ontario,"[43.684345,-79.431292]",,+12493399020
4336,Olivia,Lavoie,female,1943,French,1,No, physical,active,1943-01-22,2020-01-17,Olivia.Lavoie6270@hotmail.com,Quebec,"[46.807102,-71.211788]",2020-08-28,+13677548787
4337,Nathan,Nadeau,male,1940,English,0,No, physical,active,1940-04-18,2020-04-06,Nathan.Nadeau36537@gmail.com,Ontario,"[43.684345,-79.431292]",,+15484975802
4338,Ava,Johnston,female,1972,English,1,Yes, physical,active,1972-02-06,2020-08-10,Ava.Johnston13268@hotmail.com,Ontario,"[43.684345,-79.431292]",,+14166625248
4339,Ethan,Levesque,male,1959,English,0,No, physical,active,1959-06-30,2020-08-26,Ethan.Levesque58459@gmx.com,Ontario,"[43.684345,-79.431292]",2020-05-26,+13433060528
4340,Mila,Nadeau,female,1973,French,1,Yes, physical,active,1973-03-26,2020-01-19,Mila.Nadeau10730@gmail.com,British Columbia,"[48.423095,-123.366788]",,+16725412423
4341,Liam,Bouchard,male,1994,French,0,Yes, physical,active,1994-08-03,2021-08-22,Liam.Bouchard30104@mail.com,Quebec,"[46.807102,-71.211788]",2020-09-08,+18193386808
4342,Mateo,Mitchell,male,1966,English,0,No, physical,active,1966-04-17,2020-12-23,Mateo.Mitchell36017@mail.com,Alberta,"[53.530798,-113.511802]",2020-11-18,+14039021610
4343,Chloe,Lavoie,female,1985,Chinese,1,Yes,business,active,1985-08-07,2021-06-09,Chloe.Lavoie69223@gmail.com,British Columbia,"[48.423095,-123.366788]",2021-04-30,+12361271159
4344,Ella,Pelletier,female,1953,English,1,No, physical,active,1953-02-05,2020-10-25,Ella.Pelletier49820@aol.com,Newfoundland and Labrador,"[47.561796, -52.712189]",2020-10-09,+17092687728
4345,James,Patel,male,1996,English,0,Yes, physical,active,1996-07-06,2021-06-17,James.Patel59030@gmail.com,Ontario,"[43.684345,-79.431292]",,+16139732537
4346,Henry,King,male,1965,Chinese,1,Yes, physical,active,1965-05-18,2021-01-15,Henry.King90561@gmx.com,Ontario,"[43.684345,-79.431292]",,+12497222465
4347,Jacob,Girard,male,1955,French,0,Yes, physical,active,1955-04-04,2021-10-07,Jacob.Girard55336@aol.com,Newfoundland and Labrador,"[47.561796, -52.712189]",2021-09-07,+17092215811
4348,Charlotte,Lewis,female,1961,French,0,No, physical,active,1961-07-12,2020-06-17,Charlotte.Lewis81828@mail.com,Quebec,"[46.807102,-71.211788]",,+18192452420
4349,Levi,Landry,male,1957,English,1,Yes, physical,active,1957-04-25,2020-03-12,Levi.Landry74568@gmx.com,Alberta,"[53.530798,-113.511802]",,+18256915630
4350,Logan,Grant,male,2001,English,0,No, physical,active,2001-04-27,2020-02-18,Logan.Grant52825@mail.com,British Columbia,"[48.423095,-123.366788]",,+16726981109
4351,Nora,Gagnon,female,1979,English,1,No,business,inactive,1979-04-15,2021-07-05,Nora.Gagnon2234@gmx.com,New Brunswick,"[45.956694, -66.658084]",,+15065685462
4352,Charlotte,Johnson,female,1981,English,1,Yes, physical,active,1981-08-02,2020-02-19,Charlotte.Johnson99172@mail.com,Ontario,"[43.684345,-79.431292]",2021-07-20,+13437668413
4353,Abigail,Ouellet,female,1944,English,0,No, physical,active,1944-07-25,2021-03-31,Abigail.Ouellet69915@mail.com,Ontario,"[43.684345,-79.431292]",2021-12-02,+17058407913
4354,Aria,Girard,female,1998,English,1,Yes, physical,active,1998-01-25,2021-04-12,Aria.Girard79244@hotmail.com,Ontario,"[43.684345,-79.431292]",,+14376777994
4355,James,Beaulieu,male,1978,English,1,Yes, physical,active,1978-07-23,2020-09-26,James.Beaulieu95665@yahoo.com,Manitoba,"[49.887898, -97.134185]",,+12047211753
4356,Jacob,Reynolds,male,1943,Chinese,1,Yes, physical,inactive,1943-04-16,2021-12-07,Jacob.Reynolds39480@yahoo.com,Ontario,"[43.684345,-79.431292]",,+13433018086
4357,Nora,Murphy,female,1954,French,1,No, physical,active,1954-03-24,2021-06-05,Nora.Murphy25287@gmx.com,British Columbia,"[48.423095,-123.366788]",2021-11-19,+12366120546
4358,James,Davis,male,1999,French,0,Yes, physical,active,1999-09-25,2021-04-23,James.Davis50892@mail.com,Ontario,"[43.684345,-79.431292]",,+16476419199
4359,Isla,Anderson,female,1941,English,0,Yes, physical,inactive,1941-03-23,2020-01-16,Isla.Anderson64975@gmx.com,Quebec,"[46.807102,-71.211788]",,+14185637586
4360,Isabella,Pelletier,female,1942,French,0,No, physical,active,1942-07-05,2021-06-01,Isabella.Pelletier55580@aol.com,Ontario,"[43.684345,-79.431292]",,+12499023229
4361,Isabella,Nguyen,female,1962,English,0,No, physical,active,1962-11-12,2020-01-29,Isabella.Nguyen85218@gmx.com,Alberta,"[53.530798,-113.511802]",,+17803311197
4362,Ellie,Lewis,female,1940,English,1,No, physical,active,1940-05-07,2020-05-06,Ellie.Lewis67483@yahoo.com,Quebec,"[46.807102,-71.211788]",,+14389290356
4363,Oliver,Nguyen,male,1996,English,0,Yes, physical,active,1996-03-19,2020-12-19,Oliver.Nguyen95420@aol.com,Quebec,"[46.807102,-71.211788]",,+14505741194
4364,Jacob,Murphy,male,1994,English,0,Yes, physical,inactive,1994-11-20,2020-01-03,Jacob.Murphy59629@yahoo.com,Quebec,"[46.807102,-71.211788]",,+15811474436
4365,Lily,Gill,female,1945,English,1,No, physical,active,1945-03-09,2020-07-05,Lily.Gill34647@gmail.com,Ontario,"[43.684345,-79.431292]",,+16137925496
4366,Avery,Rogen,female,1992,Chinese,1,Yes, physical,active,1992-02-09,2020-09-26,Avery.Rogen30995@gmail.com,Ontario,"[43.684345,-79.431292]",,+13656414536
4367,Amelia,Kennedy,female,1978,French,1,Yes, physical,active,1978-01-18,2021-08-08,Amelia.Kennedy3992@aol.com,Ontario,"[43.684345,-79.431292]",2020-04-12,+12494560770
4368,Benjamin,Cote,male,1969,English,1,Yes, physical,active,1969-06-23,2020-10-18,Benjamin.Cote47311@hotmail.com,Ontario,"[43.684345,-79.431292]",,+14377019206
4369,Lucas,Morin,male,1998,French,1,Yes, physical,active,1998-01-05,2020-03-27,Lucas.Morin37591@mail.com,Ontario,"[43.684345,-79.431292]",2020-06-11,+15486534099
4370,Nora,MacDonald,female,1955,French,0,No, physical,active,1955-07-22,2020-01-17,Nora.MacDonald55133@aol.com,Quebec,"[46.807102,-71.211788]",,+18199308817
4371,Zoey,Davis,female,1963,English,1,No, physical,active,1963-06-19,2020-10-03,Zoey.Davis37329@gmail.com,Ontario,"[43.684345,-79.431292]",,+18076579438
4372,Emma,Anderson,female,1949,English,0,Yes,business,inactive,1949-01-31,2020-02-20,Emma.Anderson2750@hotmail.com,British Columbia,"[48.423095,-123.366788]",,+17782347084
4373,Emma,Cameron,female,1988,English,1,Yes, physical,active,1988-08-19,2020-12-19,Emma.Cameron59744@mail.com,New Brunswick,"[45.956694, -66.658084]",,+15068801159
4374,Jack,Landry,male,1966,English,0,No, physical,active,1966-03-12,2020-10-11,Jack.Landry76274@mail.com,Saskatchewan,"[50.464050, -104.605617]",,+16396988529
4375,Henry,Harris,male,1967,French,0,Yes, physical,active,1967-06-17,2021-05-31,Henry.Harris63685@yahoo.com,Ontario,"[43.684345,-79.431292]",,+19052091663
4376,Amelia,Nguyen,female,2002,English,0,No, physical,active,2002-11-24,2020-06-28,Amelia.Nguyen50957@gmail.com,Ontario,"[43.684345,-79.431292]",,+12496734507
4377,Elliot,Grant,male,1990,English,0,No, physical,inactive,1990-05-10,2021-10-19,Elliot.Grant18961@gmx.com,Quebec,"[46.807102,-71.211788]",,+14384240322
4378,Theodore,Rogen,male,1971,English,1,No, physical,active,1971-03-14,2021-04-04,Theodore.Rogen4313@gmx.com,Ontario,"[43.684345,-79.431292]",,+15486572357
4379,Owen,Martin,male,1972,English,1,Yes, physical,active,1972-09-14,2021-08-03,Owen.Martin65298@yahoo.com,Ontario,"[43.684345,-79.431292]",,+14375473995
4380,Henry,Evans,male,1943,English,1,Yes, physical,active,1943-03-03,2020-05-19,Henry.Evans62318@gmx.com,New Brunswick,"[45.956694, -66.658084]",,+15069045830
4381,Aria,Peters,female,1986,English,1,Yes, physical,active,1986-12-21,2020-06-27,Aria.Peters38876@hotmail.com,Alberta,"[53.530798,-113.511802]",,+17807024454
4382,Mason,Lavoie,male,1995,French,1,No, physical,active,1995-10-09,2021-05-23,Mason.Lavoie17904@mail.com,Quebec,"[46.807102,-71.211788]",,+15149486084
4383,Mason,Murray,male,1981,English,1,No, physical,active,1981-05-17,2021-02-08,Mason.Murray84127@gmail.com,British Columbia,"[48.423095,-123.366788]",,+16722454365
4384,Jackson,Beaulieu,male,1943,English,0,No, physical,inactive,1943-05-02,2021-03-28,Jackson.Beaulieu91647@hotmail.com,Northwest Territories,"[62.455067, -114.426002]",,+18674357732
4385,Charlotte,Grant,female,1968,English,0,Yes, physical,active,1968-10-05,2020-04-17,Charlotte.Grant77280@mail.com,British Columbia,"[48.423095,-123.366788]",,+12365399597
4386,Abigail,Anderson,female,1987,English,1,No, physical,active,1987-09-05,2020-12-11,Abigail.Anderson29263@hotmail.com,Quebec,"[46.807102,-71.211788]",,+14185886344
4387,Mia,Nguyen,female,1974,English,0,Yes, physical,active,1974-02-15,2020-11-07,Mia.Nguyen47568@aol.com,Quebec,"[46.807102,-71.211788]",,+15816234520
4388,Owen,Beaulieu,male,1975,English,1,Yes,business,active,1975-02-09,2021-07-02,Owen.Beaulieu44902@yahoo.com,Quebec,"[46.807102,-71.211788]",,+18196816750
4389,Zoey,Evans,female,1955,English,1,No, physical,active,1955-06-21,2020-10-10,Zoey.Evans33389@yahoo.com,Alberta,"[53.530798,-113.511802]",,+18259844237
4390,Mila,Cote,female,1992,French,0,No, physical,active,1992-01-07,2021-12-18,Mila.Cote68541@aol.com,Ontario,"[43.684345,-79.431292]",,+13432954727
4391,Isabella,Kennedy,female,1976,French,0,Yes, physical,inactive,1976-07-03,2020-09-05,Isabella.Kennedy99939@gmx.com,British Columbia,"[48.423095,-123.366788]",,+12507814474
4392,Zoey,Morin,female,1976,French,1,Yes, physical,active,1976-03-15,2020-11-30,Zoey.Morin91877@yahoo.com,Ontario,"[43.684345,-79.431292]",,+12897262066
4393,Theodore,Gagnon,male,1963,English,0,No, physical,active,1963-08-16,2021-02-01,Theodore.Gagnon40198@gmx.com,Ontario,"[43.684345,-79.431292]",,+13659909350
4394,Aria,Jackson,female,1984,English,1,No, physical,active,1984-09-08,2020-03-04,Aria.Jackson15059@gmail.com,Ontario,"[43.684345,-79.431292]",,+19052661522
4395,Everly,Martin,female,1954,French,1,No, physical,active,1954-08-30,2021-05-02,Everly.Martin55709@mail.com,Ontario,"[43.684345,-79.431292]",,+18076728934
4396,Lucas,Beaulieu,male,1976,English,0,No,business,active,1976-12-22,2021-04-30,Lucas.Beaulieu84377@yahoo.com,Alberta,"[53.530798,-113.511802]",,+18257081101
4397,Lucas,Gauthier,male,1961,French,0,Yes, physical,inactive,1961-02-15,2021-09-05,Lucas.Gauthier83343@gmail.com,Quebec,"[46.807102,-71.211788]",2019-12-28,+15792235048
4398,Henry,Fortin,male,1958,French,1,Yes, physical,active,1958-03-27,2020-08-16,Henry.Fortin89066@hotmail.com,Ontario,"[43.684345,-79.431292]",2020-09-25,+17051546821
4399,Logan,Rogen,male,1976,English,1,No, physical,active,1976-06-08,2021-09-20,Logan.Rogen9832@mail.com,Quebec,"[46.807102,-71.211788]",2021-02-28,+14504314032
4400,Riley,Nadeau,female,1969,French,0,Yes, physical,active,1969-10-24,2021-07-26,Riley.Nadeau20906@gmail.com,Quebec,"[46.807102,-71.211788]",,+18734336502
4401,Abigail,Morin,female,1964,English,0,Yes, physical,active,1964-07-29,2021-07-03,Abigail.Morin18892@mail.com,Newfoundland and Labrador,"[47.561796, -52.712189]",,+17097726787
4402,Jack,Landry,male,1971,English,1,No, physical,active,1971-06-29,2020-07-06,Jack.Landry15662@gmail.com,British Columbia,"[48.423095,-123.366788]",,+12504405171
4403,Ella,Johnson,female,1973,French,0,Yes, physical,active,1973-11-01,2020-02-07,Ella.Johnson80038@hotmail.com,New Brunswick,"[45.956694, -66.658084]",,+15068792672
4404,Sophia,MacDonald,female,1990,French,1,Yes, physical,active,1990-08-09,2021-02-15,Sophia.MacDonald19315@yahoo.com,Ontario,"[43.684345,-79.431292]",,+12264258976
4405,Jacob,Morin,male,1950,English,0,No, physical,active,1950-10-01,2021-01-05,Jacob.Morin46688@gmail.com,Ontario,"[43.684345,-79.431292]",,+15487487236
4406,Mateo,Peters,male,2001,English,1,No, physical,inactive,2001-12-26,2020-08-31,Mateo.Peters15345@mail.com,Quebec,"[46.807102,-71.211788]",,+13671662345
4407,Chloe,Fortin,female,1944,English,1,Yes, physical,active,1944-11-16,2020-04-03,Chloe.Fortin7882@gmx.com,Ontario,"[43.684345,-79.431292]",,+12896455813
4408,Logan,Lapointe,male,1994,English,0,No, physical,inactive,1994-05-22,2021-03-25,Logan.Lapointe95595@gmx.com,Alberta,"[53.530798,-113.511802]",,+17809769920
4409,Lucas,Lin,male,1980,English,0,Yes, physical,active,1980-03-20,2021-11-10,Lucas.Lin98901@gmx.com,British Columbia,"[48.423095,-123.366788]",,+17781681999
4410,Ellie,Lapointe,female,1959,English,1,Yes,business,inactive,1959-09-30,2020-02-12,Ellie.Lapointe37359@gmx.com,Quebec,"[46.807102,-71.211788]",,+18197380357
4411,Ella,Patel,female,1986,English,0,Yes, physical,active,1986-01-23,2021-07-15,Ella.Patel63212@yahoo.com,Quebec,"[46.807102,-71.211788]",,+15142861543
4412,Sophia,Chen,female,1980,French,1,No, physical,active,1980-04-25,2020-07-16,Sophia.Chen89681@aol.com,Saskatchewan,"[50.464050, -104.605617]",,+13068704861
4413,Ethan,Harris,male,1957,English,1,Yes, physical,inactive,1957-10-20,2020-11-27,Ethan.Harris75151@gmx.com,Ontario,"[43.684345,-79.431292]",,+19056524163
4414,Leah,Peters,female,1976,Chinese,0,Yes, physical,active,1976-01-11,2021-03-12,Leah.Peters77758@gmx.com,Quebec,"[46.807102,-71.211788]",,+18196456438
4415,Abigail,Murray,female,1975,French,1,No, physical,active,1975-08-03,2021-10-24,Abigail.Murray5821@gmx.com,Ontario,"[43.684345,-79.431292]",2021-11-17,+15192480410
4416,Grayson,Lewis,male,1974,French,0,No, physical,inactive,1974-06-28,2020-11-18,Grayson.Lewis33509@hotmail.com,Quebec,"[46.807102,-71.211788]",,+13676583348
4417,Luca,Levesque,male,1978,English,0,Yes, physical,active,1978-08-21,2020-12-26,Luca.Levesque40865@mail.com,Ontario,"[43.684345,-79.431292]",,+13438930146
4418,Mateo,MacDonald,male,1987,English,1,No, physical,active,1987-05-23,2020-06-25,Mateo.MacDonald35741@yahoo.com,Quebec,"[46.807102,-71.211788]",,+14384395098
4419,Mason,Johnson,male,1987,English,0,No, physical,inactive,1987-12-26,2021-05-11,Mason.Johnson47997@aol.com,British Columbia,"[48.423095,-123.366788]",,+16046092383
4420,Luca,Gill,male,1971,English,0,No,business,active,1971-03-02,2021-07-15,Luca.Gill45240@gmx.com,Ontario,"[43.684345,-79.431292]",2021-08-17,+14168834056
4421,Ellie,Lin,female,1981,English,0,Yes, physical,active,1981-02-08,2021-03-11,Ellie.Lin27818@mail.com,Nova Scotia,"[44.653761, -63.601324]",,+19023917985
4422,Zoey,King,female,1983,French,0,Yes, physical,inactive,1983-01-20,2021-08-03,Zoey.King12228@aol.com,Nova Scotia,"[44.653761, -63.601324]",,+19026444988
4423,Elliot,Kennedy,male,1978,English,1,Yes, physical,active,1978-11-03,2021-05-20,Elliot.Kennedy27532@hotmail.com,Quebec,"[46.807102,-71.211788]",,+15813758121
4424,Alexander,Ouellet,male,1965,English,1,No, physical,active,1965-07-11,2021-01-21,Alexander.Ouellet1918@yahoo.com,British Columbia,"[48.423095,-123.366788]",2020-04-09,+12363369506
4425,Leo,Cote,male,1961,English,0,No, physical,inactive,1961-12-23,2020-08-15,Leo.Cote82016@hotmail.com,Quebec,"[46.807102,-71.211788]",,+18192525349
4426,Miles,Patel,male,1952,French,1,No, physical,active,1952-12-28,2020-06-25,Miles.Patel39174@aol.com,Ontario,"[43.684345,-79.431292]",2019-08-25,+14378707213
4427,Logan,Evans,male,1998,English,1,No, physical,inactive,1998-11-29,2020-07-11,Logan.Evans51132@gmail.com,Ontario,"[43.684345,-79.431292]",,+18073696482
4428,Ella,Leblanc,female,1954,English,1,Yes, physical,active,1954-03-22,2021-07-04,Ella.Leblanc2405@mail.com,Ontario,"[43.684345,-79.431292]",,+14377125171
4429,Mila,King,female,1962,English,0,Yes, physical,active,1962-01-30,2021-07-12,Mila.King6350@gmail.com,Quebec,"[46.807102,-71.211788]",,+14503354093
4430,Nathan,Gagnon,male,1989,English,1,No, physical,active,1989-01-25,2020-09-29,Nathan.Gagnon59075@hotmail.com,Alberta,"[53.530798,-113.511802]",,+15879305534
4431,Benjamin,Mitchell,male,1961,English,0,No, physical,active,1961-12-10,2021-02-13,Benjamin.Mitchell83393@hotmail.com,Alberta,"[53.530798,-113.511802]",,+18254210251
4432,Mila,Belanger,female,1953,French,0,No, physical,active,1953-06-01,2021-08-15,Mila.Belanger39645@aol.com,Nova Scotia,"[44.653761, -63.601324]",2020-02-12,+17821559547
4433,Isabella,Michaud,female,1988,English,0,No, physical,active,1988-05-11,2020-09-13,Isabella.Michaud19961@gmail.com,Alberta,"[53.530798,-113.511802]",,+15873489525
4434,Emma,Michaud,female,1993,French,0,No, physical,active,1993-03-23,2020-06-09,Emma.Michaud78056@aol.com,Ontario,"[43.684345,-79.431292]",,+12492078243
4435,Owen,Campbell,male,1951,French,0,No, physical,active,1951-05-23,2022-01-01,Owen.Campbell53023@mail.com,British Columbia,"[48.423095,-123.366788]",2018-06-01,+17784042122
4436,Leo,Jackson,male,1942,English,0,Yes, physical,active,1942-09-22,2021-01-17,Leo.Jackson99613@gmx.com,Ontario,"[43.684345,-79.431292]",,+17051609246
4437,Sophia,Levesque,female,1966,English,1,Yes, physical,active,1966-11-23,2020-07-03,Sophia.Levesque11989@gmx.com,Ontario,"[43.684345,-79.431292]",,+18078545989
4438,Isabella,Graham,female,1966,English,1,Yes, physical,active,1966-12-22,2021-05-26,Isabella.Graham79121@gmx.com,Ontario,"[43.684345,-79.431292]",2021-03-25,+13652941800
4439,William,Peters,male,1978,English,1,Yes, physical,active,1978-09-09,2021-02-02,William.Peters90554@mail.com,Alberta,"[53.530798,-113.511802]",,+15877403232
4440,Charlotte,Robinson,female,1960,English,0,No, physical,active,1960-10-22,2020-03-20,Charlotte.Robinson43815@gmx.com,Quebec,"[46.807102,-71.211788]",2021-04-15,+13674581338
4441,Isla,Levesque,female,1973,English,1,Yes, physical,active,1973-01-04,2021-01-15,Isla.Levesque389@gmail.com,Quebec,"[46.807102,-71.211788]",,+18738991249
4442,Noah,Patel,male,1988,English,1,Yes, physical,active,1988-07-26,2020-04-19,Noah.Patel61220@gmx.com,Quebec,"[46.807102,-71.211788]",,+13673024607
